AIRO_ID,Roll_No,Off_Name,Add_1,Add_2,Add_3,Add_4,County,Ethos,Island,DEIS,Gaeltacht,M_13_14,F_13_14,T_13_14,xcoord,ycoord,Long,Lat
254,18217B,SCOIL PADRE PIO N S,CHURCHFIELD,CORK CITY,,,Cork,CATHOLIC,N,Y,N,128,105,233,166178,72824,-8.4915,51.9067
255,18253F,SCOIL NAOMH CAITRIONA,MODEL FARM ROAD,CORCAIGH,,,Cork,CATHOLIC,N,N,N,0,412,412,164513,70565,-8.51546,51.8863
256,18292P,GAELSCOIL AN TEAGHLAIGH NAOFA,BAILE FEITHEAN,CO CHORCAI,,,Cork,CATHOLIC,N,Y,N,118,111,229,167314,70184,-8.47474,51.883
257,18356P,S N BARRA NAOFA,SCOIL BHARRA,SRAID GILLABBEY,CORCAIGH,,Cork,CHURCH OF IRELAND,N,N,N,18,27,45,166699,71423,-8.48379,51.8941
258,18388F,SCOIL NAOMH MICHEAL,CHURCH ROAD,BLACKROCK,CORK,,Cork,CHURCH OF IRELAND,N,N,N,18,20,38,171132,71530,-8.4194,51.8953
259,18563U,SCOIL NAOMH BRID C,EGLANTINE HOUSE,BALLINLOUGH,CORK,,Cork,CATHOLIC,N,N,N,0,557,557,169346,70143,-8.44523,51.8828
260,18566D,S N ATHAIR MAITIU C,AN TOCHAIR,CORCAIGH,,,Cork,CATHOLIC,N,N,N,0,288,288,165836,69173,-8.49611,51.8738
261,18587L,SCOIL MHUIRE BANRION,MAYFIELD,CORK,,,Cork,CATHOLIC,N,Y,N,0,192,192,170857,73446,-8.42356,51.9125
262,18734V,REALT NA MAIDINE,BALLYPHEHANE,CORK,,,Cork,CATHOLIC,N,Y,N,114,3,117,167046,69693,-8.47859,51.8786
263,18786R,SCOIL IOSAGAIN,FARRANREE,CORK,,,Cork,CATHOLIC,N,Y,N,396,0,396,166672,73228,-8.48436,51.9103
264,19000E,S N AN SPIORAID NAOMH C,CURRAHEEN RD,BISHOPSTOWN,CORK,,Cork,CATHOLIC,N,N,N,0,261,261,163682,69681,-8.52744,51.8783
265,19231A,S N BARRA NAOFA BHUACH,BEAUMOUNT,CORK,,,Cork,CATHOLIC,N,N,N,244,0,244,170553,70785,-8.42775,51.8886
266,19232C,S N BARRA NAOFA CAILINI,BEAUMONT,CORK,,,Cork,CATHOLIC,N,N,N,0,262,262,170527,70832,-8.42813,51.889
267,19426P,S N MHARCUIS B,AN GLEANN,CORCAIGH,,,Cork,CATHOLIC,N,Y,N,96,0,96,168552,73269,-8.45704,51.9108
268,19427R,S N BHREANNDAIN C,AN GHLEANN,CORCAIGH,,,Cork,CATHOLIC,N,Y,N,5,94,99,168072,73169,-8.46401,51.9099
269,19714U,MHUIRE AR CHNOC HAOINE,KNOCKNAHEENY,CORK,,,Cork,CATHOLIC,N,Y,N,140,137,277,165175,72620,-8.50605,51.9048
270,19730S,SCOIL OILIBHEIR,BALLINCOLLIE ROAD,BALLYVOLANE,CORK,,Cork,CATHOLIC,N,N,N,342,318,660,168423,74421,-8.45902,51.9212
271,19852J,GAELSCOIL UI RIADA,BAILE AN EASPAIG,CO CHORCAI,,,Cork,CATHOLIC,N,N,N,125,138,263,164750,69773,-8.51194,51.8792
272,19882S,SCOIL AN ATHAIR TADHG O MURCHU,DUGLAS,CORCAIGH,,,Cork,CATHOLIC,N,N,N,180,202,382,169504,69495,-8.44287,51.8769
273,19906G,Cork Educate Together National School,GRATTAN STREET,CORK,,,Cork,MULTI DENOMINATIONAL,N,N,N,109,102,211,167091,71933,-8.47815,51.8987
274,19908K,GAELSCOIL MHACHAN,CARRAIG DUBH,CORCAIGH,,,Cork,CATHOLIC,N,Y,N,77,98,175,172286,71137,-8.40261,51.8919
275,19909M,GAELSCOIL PEIG SAYERS,Campas Oideachais,Fearann Phiarais,Bothar Ri na hAoine,Corcaigh,Cork,CATHOLIC,N,Y,N,54,80,134,166632,74525,-8.48507,51.922
276,19993E,GAELSCOIL AN GHOIRT ALAINN,AIBHINNE MURMONT,GORT ALAINN,CORCAIGH,,Cork,MULTI DENOMINATIONAL,N,N,N,154,164,318,169644,72976,-8.44115,51.9082
277,20036J,NORTH PRESENTATION PRIMARY SCHOOL,GERALD GRIFFIN STREET,CORK CITY.,,,Cork,CATHOLIC,N,Y,N,70,162,232,167281,72646,-8.47546,51.9051
278,20038N,SCOIL AISEIRI CHRIOST,"FARRANREE,",CORK.,,,Cork,CATHOLIC,N,Y,N,0,373,373,166734,73361,-8.48347,51.9115
279,20077A,SCOIL AN SPIORAID NAOMH (BOYS),BISHOPSTOWN,CORK,,,Cork,CATHOLIC,N,N,N,375,0,375,163628,69671,-8.52822,51.8782
280,20106E,SCOIL NIOCLAIS,FRANKFIELD,GRANGE,CORK,,Cork,CATHOLIC,N,N,N,457,450,907,168562,68141,-8.45643,51.8647
281,20140E,SCOIL MHUIRE FATIMA,NORTH MONASTERY,CORK,,,Cork,CATHOLIC,N,Y,N,171,0,171,166931,72883,-8.48056,51.9073
282,20388R,Bunscoil Chriost Ri,Turners Cross,Cork,,,Cork,CATHOLIC,N,N,N,351,196,547,167859,70771,-8.46688,51.8883
283,20389T,Scoil Maria Assumpta,Ballyphehane,Cork,,,Cork,CATHOLIC,N,Y,N,0,208,208,166975.75,70180.24,-8.47965,51.883
284,00467B,BALLINSPITTLE N S,KINSALE,CO CORK,,,Cork,CATHOLIC,N,N,N,94,91,185,158804,45849,-8.59545,51.6637
285,00512D,MIDLETON CONVENT N S,MIDLETON,CO CORK,,,Cork,CATHOLIC,N,N,N,135,550,685,188795,72876,-8.16283,51.9081
286,01272O,S N CHUAN DOIR,CHUAN DOIR,Glandore,Skibbereen,Co Cork,Cork,CATHOLIC,N,N,N,35,28,63,124116,35556,-9.09453,51.5676
287,01687U,DROMLEIGH N S,MACROOM,CO CORK,,,Cork,CATHOLIC,N,N,N,33,36,69,128455,65146,-9.03803,51.8341
288,01692N,FIRMOUNT MIXED N S,DONOUGHMORE,CO CORK,,,Cork,CATHOLIC,N,N,N,76,72,148,152104,81919,-8.69727,51.9874
289,01867W,CASTLELYONS B N S,FERMOY,CO CORK,,,Cork,CATHOLIC,N,N,N,98,104,202,184344,92268,-8.2284,52.0822
290,02114B,S N BAILE UI GHIBLIN,MITCHELSTOWN,CO CORK,,,Cork,CATHOLIC,N,N,N,59,81,140,186429,113438,-8.19883,52.2726
291,02278I,MILLSTREET CONVENT N S,MILLSTREET,CO CORK,,,Cork,CATHOLIC,N,N,N,69,169,238,126926,90125,-9.06551,52.0584
292,02452V,CLOYNE B N S,CLOYNE,CO CORK,,,Cork,CATHOLIC,N,N,N,123,103,226,191294,67684,-8.12639,51.8614
293,02803B,BANTEER N S,BANTEER,CO CORK,,,Cork,CATHOLIC,N,N,N,78,75,153,139016,98040,-8.89067,52.131
294,03704E,S N SEAN BAILE MOR,MALLOW,CO CORK,,,Cork,CATHOLIC,N,N,N,47,34,81,167481,107458,-8.47586,52.218
295,04054T,BALLINDANGAN MIXED N S,MITCHELSTOWN,CO CORK,,,Cork,CATHOLIC,N,N,N,11,6,17,177061,109393,-8.33581,52.2359
296,04118T,LEAMLARA MIXED N S,LEAMLARA,CO CORK,,,Cork,CATHOLIC,N,N,N,62,64,126,181928,79727,-8.26299,51.9695
297,04152T,S N CNOC AN BHILE,UPTON,CO CORK,,,Cork,CATHOLIC,N,N,N,81,64,145,152764,61068,-8.68481,51.8
298,04186N,S N BHIORAINN,BERRINGS,CO CORK,,,Cork,CATHOLIC,N,N,N,109,92,201,152015,76419,-8.6978,51.9379
299,04230N,SCOIL NAOMH EOIN,BALLINCURRIG,LEAMLARA,CO CORK,,Cork,CATHOLIC,N,N,N,55,52,107,184386,81872,-8.22732,51.9888
300,04268P,CLOCHAR NA TOIRBHIRTE,DONERAILE,CO CORK,,,Cork,CATHOLIC,N,Y,N,18,70,88,159656,107539,-8.59037,52.2182
301,04442F,KYLE N S,YOUGHAL,CO CORK,,,Cork,CATHOLIC,N,N,N,28,17,45,203932,77867,-7.9428,51.953
302,04578H,BALLYVONGANE MIXED N S,AGHINA,CO CORK,,,Cork,CATHOLIC,N,N,N,20,19,39,140954,75828,-8.85853,51.9316
303,04953H,BALLYHASS MIXED N S,CECILSTOWN,MALLOW,CO CORK,,Cork,CATHOLIC,N,N,N,87,73,160,144996,102731,-8.8041,52.1738
304,05257P,PRESENTATION CONVENT,BANDON,CO CORK,,,Cork,CATHOLIC,N,N,N,0,186,186,148672,55361,-8.74329,51.7484
305,05477G,LARAGH N S,BANDON,CO CORK,,,Cork,CATHOLIC,N,N,N,80,74,154,145502,56404,-8.78935,51.7575
306,05508O,ST COLUMBAS N.S,WITH FACILITY FOR DEAF CHILDREN,DUGHLAS,CORCAIGH,,Cork,CATHOLIC,N,N,N,19,471,490,169486,69073,-8.4431,51.8732
307,05565D,TRAFRASK MIXED N S,BANTRY,CO CORK,,,Cork,CATHOLIC,N,N,N,20,22,42,84915,49561,-9.66435,51.6868
308,05636A,DUNMANWAY MODEL N S,DUNMANWAY,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,29,33,62,122927,52134,-9.11533,51.7164
309,05656G,S N AN GHOILIN,SCIOBAIRIN,CO CORK,,,Cork,CATHOLIC,N,N,N,23,24,47,81051,27977,-9.71289,51.4921
310,06295F,FREEMOUNT MIXED N S,RATHLUIRC,CO CORK,,,Cork,CATHOLIC,N,N,N,38,48,86,139672,114355,-8.88399,52.2777
311,06342L,VICARSTOWN MIXED N S,VICARSTOWN,CO CORK,,,Cork,CATHOLIC,N,N,N,36,51,87,154917,78207,-8.65584,51.9543
312,07006A,BALLYCLOUGH MIXED N S,MALLOW,CO CORK,,,Cork,CATHOLIC,N,N,N,54,67,121,149694,101875,-8.7353,52.1665
313,07242M,CLOGHROE MIXED N S,BLARNEY,CO CORK,,,Cork,CATHOLIC,N,N,N,280,284,564,157666,74128,-8.61535,51.9178
314,07651G,CONVENT OF MERCY,CLONAKILTY,CO CORK,,,Cork,CATHOLIC,N,N,N,0,216,216,139083,41839,-8.87977,51.6259
315,08393P,S N RATH DUBH,GRENAGH,CO CORK,,,Cork,CATHOLIC,N,N,N,119,144,263,159231,84746,-8.59386,52.0134
316,08430S,SCOIL NAOMH SEOSAMH,SKIBBEREEN,CO CORK,,,Cork,CATHOLIC,N,N,N,1,190,191,112626,34028,-9.25984,51.5522
317,08828B,KILCORNEY MIXED N S,RATHCOOLE,MALLOW,CO CORK,,Cork,CATHOLIC,N,N,N,18,16,34,134047,90379,-8.96175,52.0616
318,08972I,CASTLEALACK N S,CHAISLEAN NA LEACHT,BANDON,CO CORK,,Cork,CATHOLIC,N,N,N,45,33,78,149017,58863,-8.73881,51.7799
319,09161W,OUR LADY OF MERCY N S,BANTRY,CO CORK,,,Cork,CATHOLIC,N,N,N,81,171,252,100191,48317,-9.44315,51.6786
320,09537S,BALLINADEE N S,BANDON,CO CORK,,,Cork,CATHOLIC,N,N,N,71,64,135,156731,51386,-8.6261,51.7133
321,09815U,TULLASLEASE MIXED N S,RATHLUIRC,CO CORK,,,Cork,CATHOLIC,N,Y,N,8,12,20,135795,118587,-8.9416,52.3153
322,09872J,CLOGHOOLA MIXED N S,MILLSTREET,CO CORK,,,Cork,CATHOLIC,N,N,N,13,3,16,126785,86430,-9.06678,52.0252
323,10047I,MACROOM CONVENT N S,MACROOM,CO CORK,,,Cork,CATHOLIC,N,N,N,109,200,309,134142,72696,-8.95697,51.9027
324,10243I,S N ACHADH EOCHAILLE,ENNISKEAN,CO CORK,,,Cork,CATHOLIC,N,N,N,30,32,62,138923,50702,-8.88363,51.7055
325,10499U,KILGARIFFE N S,CLONAKILTY,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,23,25,48,139503,41766,-8.8737,51.6253
326,10523O,FERMOY ADAIR N S,FERMOY,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,19,26,45,181261,98964,-8.27375,52.1423
327,10548H,ST BRENDANS NATIONAL SCHOOL,BANTRY,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,13,16,29,99430,48608,-9.45424,51.681
328,10724B,SOUTH ABBEY NS,YOUGHAL,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,42,58,100,210823,77406,-7.84257,51.9488
329,10739O,BALLINCARRIGA MXD N S,BALLINACARRIGA MXD,DUNMANWAY,CO CORK,,Cork,CATHOLIC,N,N,N,25,44,69,128385,50689,-9.03606,51.7042
330,10771K,COBH N S,BELLEVUE,COBH,CO CORK,,Cork,CHURCH OF IRELAND,N,N,N,15,13,28,180258,66619,-8.28654,51.8516
331,11236Q,NEWMARKET B N S,NEWMARKET,CO CORK,,,Cork,CATHOLIC,N,N,N,97,0,97,131378,107392,-9.00409,52.2141
332,11245R,SN CILL MHIC ABHAIDH,LEAP,CO CORK,,,Cork,CATHOLIC,N,N,N,23,24,47,121159,37168,-9.13754,51.5817
333,11249C,BURNFORT N S,MALLOW,CO CORK,,,Cork,CATHOLIC,N,N,N,84,42,126,159040,90698,-8.59736,52.0668
334,11262R,DRUIMNE N S,RATHLUIRC,CO CORK,,,Cork,CATHOLIC,N,Y,N,34,27,61,145507,118359,-8.79915,52.3143
335,11337W,KILMAGNER N S,FERMOY,CO CORK,,,Cork,CATHOLIC,N,N,N,36,25,61,188371,96919,-8.16981,52.1242
336,11496T,Shandrum National School,Newtownshandrum,Charleville,,,Cork,CATHOLIC,N,N,N,92,63,155,147731,121777,-8.76707,52.3452
337,11931L,S N IOSEPH,DRINAGH,DUNMANWAY,CO CORK,,Cork,CATHOLIC,N,N,N,15,10,25,116594,42947,-9.20476,51.633
338,11992I,WHITEGATE MIXED N S,MIDLETON,CO CORK,,,Cork,CATHOLIC,N,N,N,42,54,96,183809,63428,-8.23485,51.823
339,12004A,MALLOW NO 1 N S,SHORTCASTLE,MALLOW,CO CORK,,Cork,CHURCH OF IRELAND,N,N,N,34,25,59,155699,98624,-8.64711,52.1378
340,12012W,ST LUKES N S DOUGLAS,CORK,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,117,95,212,169995,69100,-8.43571,51.8734
341,12015F,LISCARROL N S,MALLOW,CO CORK,,,Cork,CATHOLIC,N,N,N,76,65,141,144993,112173,-8.80568,52.2586
342,12041G,ST JOHN THE BAPTIST N S,MIDLETON,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,114,104,218,188433,73722,-8.16812,51.9157
343,12147W,S N AN AIRD,CLONAKILTY,CO CORK,,,Cork,CATHOLIC,N,N,N,33,26,59,136922,35723,-8.90988,51.5707
344,12169J,TEMPLEBRADY N S,CROSSHAVEN,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,27,34,61,179531,60858,-8.29675,51.7998
345,12259K,S N OIR CHEANN,EYERIES,BANTRY,CO CORK,,Cork,CATHOLIC,N,N,N,14,13,27,61713,48525,-9.99928,51.6723
346,12263B,GOGGINSHILL N S,BALLINHASSIG,CO CORK,,,Cork,CATHOLIC,N,N,N,99,92,191,160165,63563,-8.57781,51.823
347,12281D,WALTERSTOWN N S,COBH,CO CORK,,,Cork,CATHOLIC,N,N,N,75,83,158,183776,68258,-8.23556,51.8664
348,12292I,CANOVEE MIXED N S,CARRIGADROHID,CO CORK,,,Cork,CATHOLIC,N,N,N,64,77,141,141102,71076,-8.85557,51.8889
349,12382J,CURRIGLASS NS,CURRIGLASS,MALLOW,CO CORK,,Cork,CATHOLIC,N,N,N,25,24,49,196657,93544,-8.04878,52.0939
350,12383L,UNION HALL MIXED N S,CORK,CO CORK,,,Cork,CATHOLIC,N,N,N,36,38,74,120694,33976,-9.14353,51.5529
351,12395S,RUSHEEN NS,COACHFORD,CO CORK,,,Cork,CATHOLIC,N,N,N,48,46,94,137873,76498,-8.90345,51.9373
352,12446J,S N GLEANN NA HULADH,MITCHELSTOWN,CO CORK,,,Cork,CATHOLIC,N,N,N,41,34,75,175154,111352,-8.36387,52.2534
353,12447L,BALTYDANIEL N S,MALLOW,CO CORK,,,Cork,CATHOLIC,N,N,N,83,95,178,154194,103997,-8.66982,52.186
354,12456M,TIMOLEAGUE N S,BANDON,CO CORK,,,Cork,CATHOLIC,N,N,N,56,86,142,147152,43538,-8.76351,51.642
355,12505W,KILBARRY N S,MACROOM,CO CORK,,,Cork,CATHOLIC,N,N,N,20,24,44,126987,68247,-9.05998,51.8618
356,12598J,ARDAGH BOYS N S,ROSCARBERY,CO CORK,,,Cork,CATHOLIC,N,N,N,60,0,60,128679,36852,-9.02899,51.5799
357,12676D,CLOGHEEN MXD N S,CARRIGROHANE,CO CORK,,,Cork,CATHOLIC,N,N,N,92,105,197,161358,73019,-8.56156,51.9081
358,12685E,RUSHNACAHARA N S,DURRNS,BANTRY,CO CORK,,Cork,CATHOLIC,N,N,N,12,12,24,87608,40389,-9.62247,51.605
359,12967O,INCHIGEELA N S,INCHIGEELA,CO CORK,,,Cork,CATHOLIC,N,N,N,21,20,41,122483,65941,-9.12483,51.8405
360,13031I,ST JOSEPHS CONVENT N S,RATHLUIRC,CO CORK,,,Cork,CATHOLIC,N,Y,N,92,84,176,153313,122730,-8.68529,52.3543
361,13095L,S N AN DROMA MHOIR,AGHAVILLE,BANTRY,CO CORK,,Cork,CATHOLIC,N,N,N,31,29,60,106001,45677,-9.35846,51.6558
362,13125R,SCOIL DHAIRBHRE,CLONAKILTY,CO CORK,,,Cork,CATHOLIC,N,N,N,35,36,71,142677,40591,-8.82767,51.6151
363,13234W,CLOUGHDUV N S,CLOUGHDUV,CROOKSTOWN,CO. CORK.,,Cork,CATHOLIC,N,N,N,57,65,122,145696,66248,-8.78809,51.846
364,13286S,TIRELTON N S MXD,MACROOM,CO CORK,,,Cork,CATHOLIC,N,N,N,38,41,79,131776,65404,-8.9899,51.8368
365,13375R,SCOIL BHRIDE,CROS MHATHUNA,BANDON,CO CORK,,Cork,CATHOLIC,N,N,N,111,109,220,146849,52970,-8.76932,51.7267
366,13402R,KNOCKRAHA N S,KNOCKRAHA,CORK,CO CORK,,Cork,CATHOLIC,N,N,N,67,65,132,176698,78459,-8.33901,51.9579
367,13450F,Bunscoil Rinn an Chabhlaigh,COBH,CO CORK,,,Cork,CATHOLIC,N,N,N,376,352,728,178283,66443,-8.31519,51.8499
368,13483U,S N ATH NA LIONTA,MALLOW,CO CORK,,,Cork,CATHOLIC,N,N,N,53,45,98,156299,90903,-8.63735,52.0685
369,13512B,SCOIL MHUIRE LOURDES,CARRIGALINE,CO CORK,,,Cork,CATHOLIC,N,N,N,453,0,453,172628,63042,-8.397,51.8191
370,13543M,DERRINACAHARA N S,DUNMANWAY,CO CORK,,,Cork,CATHOLIC,N,Y,N,40,31,71,118799,56223,-9.17601,51.7526
371,13647B,CASTLEMARTYR N S,CASTLEMARTYR,CO CORK,,,Cork,CATHOLIC,N,N,N,103,116,219,196495,73179,-8.05094,51.9109
372,13661S,DUNMANWAY CONVENT N S,DUNMANWAY,CO CORK,,,Cork,CATHOLIC,N,N,N,6,105,111,123073,52918,-9.11339,51.7235
373,13662U,DUNMANWAY CONVENT INF,DUNMANWAY,CO CORK,,,Cork,CATHOLIC,N,N,N,42,56,98,123057,52900,-9.11362,51.7233
374,13663W,LOWER GLANMIRE N S,GLANMIRE,CO CORK,,,Cork,CATHOLIC,N,N,N,80,71,151,171636,74222,-8.4123,51.9195
375,13728B,CASTLETOWNSEND MXD N S,SKIBBEREEN,CO CORK,,,Cork,CATHOLIC,N,N,N,60,59,119,117011,31472,-9.19603,51.5299
376,13747F,RIVERSTOWN N S,GLANMIRE,CO CORK,,,Cork,CATHOLIC,N,N,N,357,360,717,173032,75356,-8.3921,51.9298
377,13779S,S N DHROM ATHAIN,MALLOW,CO CORK,,,Cork,CATHOLIC,N,N,N,117,102,219,152514,94863,-8.6931,52.1038
378,13828F,DOUGLAS B N S,DOUGLAS,CORK,,,Cork,CATHOLIC,N,N,N,467,1,468,169673,69081,-8.44038,51.8732
379,13889C,SHANBALLY N S,RINN SCIDE,CO CORK,,,Cork,CATHOLIC,N,N,N,134,110,244,175655,64347,-8.35319,51.831
380,13910N,S N BUN AN TSABHAIRNE,CROSSHAVEN,CO CORK,,,Cork,CATHOLIC,N,N,N,0,188,188,179470,61086,-8.29765,51.8018
381,13976U,ST MATTHIAS N S,CHURCH ROAD,BALLYDEHOB,CO CORK,,Cork,CHURCH OF IRELAND,N,Y,N,8,6,14,98267,35505,-9.46724,51.5631
382,14002G,KNOCKACLARIG MXD N S,BROSNA,TRALEE,CO KERRY,,Cork,CATHOLIC,N,N,N,18,17,35,116946,114432,-9.21695,52.2754
383,14014N,S N BAILE DEASMUMHAN,MALLOW,CO CORK,,,Cork,CATHOLIC,N,N,N,40,47,87,115515,104059,-9.23532,52.182
384,14022M,COACHFORD N S,COACHFORD,CO CORK,,,Cork,CATHOLIC,N,N,N,62,56,118,145494,73370,-8.79214,51.9099
385,14052V,KANTURK B N S,KANTURK,CO CORK,,,Cork,CATHOLIC,N,N,N,105,0,105,137745,103096,-8.91015,52.1763
386,14065H,SHERKIN ISLAND N S,BALTIMORE,CO CORK,,,Cork,CATHOLIC,Y,Y,N,9,3,12,102287,25311,-9.40646,51.4722
387,14107U,CASTLETOWNROCHE N S,CASTLETOWNROCHE,CO CORK,,,Cork,CATHOLIC,N,N,N,37,32,69,168021,102312,-8.46748,52.1718
388,14116V,KILBRITTAIN MIXED N S,KILBRITTAIN,CO CORK,,,Cork,CATHOLIC,N,N,N,90,87,177,151996,46905,-8.69399,51.6727
389,14225D,SCOIL BHRIDE,BALLYDEHOB,CO CORK,,,Cork,CATHOLIC,N,N,N,62,58,120,98830,35151,-9.45903,51.56
390,14227H,KILCOE NS,SKIBBEREEN,CO CORK,,,Cork,CATHOLIC,N,Y,N,28,28,56,103624,34985,-9.38987,51.5594
391,14303U,S N CLEIRE,OILEAN CHLEIRE,AN SCIOBAIRIN,CO CHORCAI,,Cork,CATHOLIC,Y,Y,Y,9,3,12,95859,21289,-9.49777,51.4349
392,14430E,DERRYCREHA N S,BANTRY,CO CORK,,,Cork,CATHOLIC,N,N,N,18,23,41,95738,54952,-9.5095,51.7374
393,14433K,ABBEYSTREWRY N S,SKIBBEREEN,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,44,54,98,112551,32725,-9.2606,51.5405
394,14726C,KINSALE N S,KINSALE,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,55,43,98,164488,50903,-8.51381,51.7095
395,14784Q,DUNMANWAY B N S,DUNMANWAY,CO CORK,,,Cork,CATHOLIC,N,N,N,88,0,88,123521,52701,-9.10686,51.7216
396,14813U,ROSCARBERY CON N S,ROSCARBERY,CO CORK,,,Cork,CATHOLIC,N,N,N,29,77,106,129023,37192,-9.0241,51.583
397,14816D,SCOIL LACHTAIN NAOFA,CILL NA MARTRA,CO CHORCAI,,,Cork,CATHOLIC,N,N,Y,53,55,108,125154,72445,-9.08749,51.8993
398,14839P,CLONDROHID N S,CLONDROHID,CO CORK,,,Cork,CATHOLIC,N,N,N,105,104,209,129760,75606,-9.02122,51.9283
399,14993C,S N RAE NA NDOIRI,RAE NA NDOIRI,MAIGH CHROMTHA,CO CHORCAI,,Cork,CATHOLIC,N,N,Y,14,9,23,120133,72663,-9.16048,51.9005
400,15135H,BANTRY BOYS N S,BANTRY,CO CORK,,,Cork,CATHOLIC,N,N,N,118,0,118,100361,48057,-9.44062,51.6763
401,15140A,BALLINGREE MXD N S,MACROOM,CO CORK,,,Cork,CATHOLIC,N,N,N,21,12,33,136484,80963,-8.92447,51.9772
402,15165Q,BALLINTOTAS N S,CASTLEMARTYR,CO CORK,,,Cork,CATHOLIC,N,N,N,74,69,143,193445,72992,-8.09526,51.9092
403,15346U,S N BAILE AN MHUIRNE,CARRIG AN ADHMAID,MAIGH CHROMTHA,CO CHORCAI,,Cork,CATHOLIC,N,N,Y,67,61,128,121023,76728,-9.14848,51.9372
404,15380U,DROMAGH MIXED N S,DROMAGH,MALLOW,CO. CORK,,Cork,CATHOLIC,N,N,N,13,20,33,134967,98432,-8.94987,52.134
405,15410D,KILCROHANE N S,DURRUS,BANTRY,CO CORK,,Cork,CATHOLIC,N,N,N,16,12,28,81998,37794,-9.70255,51.5805
406,15484J,GLOUNTHAUNE MIXED N.S.,GLOUNTHAUNE,CO.CORK,,,Cork,CATHOLIC,N,N,N,236,191,427,176527,73578,-8.34116,51.914
